30.05.2019 00:00;22,65555556
31.05.2019 00:00;23,19459459
01.06.2019 00:00;24,29622642
02.06.2019 00:00;24,825
03.06.2019 00:00;24,794
04.06.2019 00:00;25,35454545
05.06.2019 00:00;25,38222222
06.06.2019 00:00;24,9173913
07.06.2019 00:00;24,68409091
08.06.2019 00:00;23,73958333
09.06.2019 00:00;24,48648649
10.06.2019 00:00;23,82045455
11.06.2019 00:00;23,712
12.06.2019 00:00;23,94545455
13.06.2019 00:00;24,57391304
14.06.2019 00:00;25,35833333
15.06.2019 00:00;26,01111111
16.06.2019 00:00;25,51333333
17.06.2019 00:00;25,58846154
18.06.2019 00:00;26,40217391
19.06.2019 00:00;25,81162791
20.06.2019 00:00;24,80222222
21.06.2019 00:00;23,84153846
22.06.2019 00:00;24,071875
23.06.2019 00:00;23,78
24.06.2019 00:00;24,51578947
25.06.2019 00:00;25,64
26.06.2019 00:00;26,57
27.06.2019 00:00;27,12835821
28.06.2019 00:00;26,10535714
29.06.2019 00:00;25,23636364
30.06.2019 00:00;26,12318841
01.07.2019 00:00;25,803125
02.07.2019 00:00;25,65681818
03.07.2019 00:00;25,02954545
04.07.2019 00:00;24,23214286
05.07.2019 00:00;24,23414634
06.07.2019 00:00;25,13333333
07.07.2019 00:00;24,495
08.07.2019 00:00;22,9137931
09.07.2019 00:00;23,23611111
10.07.2019 00:00;22,8902439
11.07.2019 00:00;22,45263158
12.07.2019 00:00;22,37297297
13.07.2019 00:00;22,12083333
14.07.2019 00:00;22,94864865
15.07.2019 00:00;23,53142857
16.07.2019 00:00;22,95714286
17.07.2019 00:00;23,13863636
18.07.2019 00:00;23,445
19.07.2019 00:00;23,83846154
20.07.2019 00:00;24,45434783
21.07.2019 00:00;24,64634146
22.07.2019 00:00;24,49302326
23.07.2019 00:00;25,222
24.07.2019 00:00;25,7775
25.07.2019 00:00;26,42368421
26.07.2019 00:00;28,36296296
27.07.2019 00:00;28,61666667
28.07.2019 00:00;27,78421053
29.07.2019 00:00;24,36206897
30.07.2019 00:00;24,43611111
31.07.2019 00:00;23,91111111
01.08.2019 00:00;23,125
02.08.2019 00:00;23,015
03.08.2019 00:00;22,03414634
04.08.2019 00:00;22,15918367
05.08.2019 00:00;22,62432432
06.08.2019 00:00;23,53888889
07.08.2019 00:00;23,39090909
08.08.2019 00:00;23,8
09.08.2019 00:00;24,15
10.08.2019 00:00;25,30357143
11.08.2019 00:00;25,88571429
12.08.2019 00:00;25,53181818
13.08.2019 00:00;24,72777778
14.08.2019 00:00;24,59615385
15.08.2019 00:00;24,204
16.08.2019 00:00;24,29545455
17.08.2019 00:00;24,49333333
18.08.2019 00:00;24,84782609
19.08.2019 00:00;24,46315789
